work_year,experience_level,employment_type,job_title,salary,employee_residence,remote_ratio,company_location,company_size
2022,SE,FT,Security Engineer,145000,US,100,US,M
2022,SE,FT,Security Engineer,120000,US,100,US,M
2022,MI,FT,Security Consultant,112000,US,100,US,M
2022,MI,FT,Security Consultant,64000,US,100,US,M
2022,SE,FT,Security Analyst,105800,US,100,US,M
2022,SE,FT,Security Analyst,81600,US,100,US,M
2022,SE,FT,Security Engineer,210000,US,0,US,M
2022,SE,FT,Security Engineer,140000,US,0,US,M
2022,SE,FT,Penetration Tester,160000,US,100,US,M
2022,SE,FT,Penetration Tester,125000,US,100,US,M
2022,MI,FT,DevSecOps Engineer,119910,US,0,US,M
2022,MI,FT,DevSecOps Engineer,72324,US,0,US,M
2022,MI,FT,Security Officer,94000,US,0,US,M
2022,MI,FT,Security Officer,59000,US,0,US,M
2022,SE,FT,Security Specialist,177600,US,100,US,L
2022,SE,FT,Security Specialist,131300,US,100,US,L
2022,MI,FT,Cloud Security Engineer,120000,US,100,US,L
2022,SE,FT,Security Engineer,211600,US,100,US,M
2022,SE,FT,Security Engineer,182160,US,100,US,M
2022,SE,FT,Security Engineer,207000,US,100,US,M
2022,SE,FT,Security Engineer,139000,US,100,US,M
2022,SE,FT,Penetration Tester,207500,US,100,US,M
2022,SE,FT,Penetration Tester,125000,US,100,US,M
2022,SE,FT,Penetration Tester,230000,US,100,US,M
2022,SE,FT,Penetration Tester,140000,US,100,US,M
2022,SE,FT,Security Engineer,95000,US,100,US,M
2022,SE,FT,Security Engineer,154700,US,100,US,M
2022,SE,FT,Security Engineer,131495,US,100,US,M
2022,MI,FT,Security Engineer,95000,US,0,US,M
2022,MI,FT,Security Engineer,70000,US,0,US,M
2022,SE,FT,Security Engineer,235000,US,100,US,M
2022,SE,FT,Security Engineer,205000,US,100,US,M
2022,SE,FT,Security Engineer,154700,US,100,US,M
2022,SE,FT,Security Engineer,131495,US,100,US,M
2022,SE,FT,Security Engineer,202400,CA,100,CA,M
2022,SE,FT,Security Engineer,125800,CA,100,CA,M
2022,EX,FT,Head of Information Security,125000,IN,100,US,L
2022,EX,FT,Chief Information Security Officer,160000,US,50,US,S
2022,SE,FT,Security Engineer,150000,US,100,US,M
2022,SE,FT,Security Engineer,140000,US,100,US,M
2022,SE,FT,Security Engineer,125000,US,100,US,M
2022,SE,FT,Security Engineer,110000,US,100,US,M
2022,SE,FT,Security Engineer,121800,US,100,US,L
2022,SE,FT,Security Engineer,81200,US,100,US,L
2022,EX,FT,Information Security Manager,125000,US,0,US,L
2022,MI,FT,Network and Security Engineer,105000,US,100,US,L
2022,SE,FT,Threat Hunter,207500,US,100,US,M
2022,SE,FT,Threat Hunter,125000,US,100,US,M
2022,MI,FT,Information Security Compliance Lead,110000,US,100,US,L
2022,SE,FT,Security Engineer,181940,US,100,US,M
2022,SE,FT,Security Engineer,132000,US,100,US,M
2022,MI,FT,Digital Forensics Analyst,106000,US,50,US,M
2022,EN,PT,Information Security Compliance Analyst,46800,US,100,US,L
2022,SE,FT,Cyber Threat Analyst,137000,US,100,US,L
2022,SE,FT,Cyber Threat Analyst,137000,US,100,US,L
2022,SE,FT,Security Engineer,210000,US,100,US,M
2022,SE,FT,Security Engineer,160000,US,100,US,M
2022,SE,FT,Security Consultant,228600,US,100,US,L
2022,SE,FT,Security Consultant,153600,US,100,US,L
2022,SE,FT,Security Analyst,146000,US,0,US,M
2022,SE,FT,Security Analyst,122000,US,0,US,M
2022,SE,FT,Security Consultant,228600,US,100,US,L
2022,SE,FT,Security Consultant,153600,US,100,US,L
2022,SE,FT,Security Engineer,182000,US,100,US,M
2022,SE,FT,Security Engineer,153000,US,100,US,M
2022,EN,FT,Cyber Security Consultant,110000,US,100,US,M
2022,SE,FT,Security Consultant,228518,US,100,US,L
2022,SE,FT,Security Consultant,153550,US,100,US,L
2022,SE,FT,Security Engineer,188700,US,100,US,L
2022,SE,FT,Security Engineer,103600,US,100,US,L
2022,SE,FT,Security Engineer,227200,CA,100,CA,M
2022,SE,FT,Security Engineer,149600,CA,100,CA,M
2022,SE,FT,Security Engineer,157250,US,100,US,M
2022,SE,FT,Security Engineer,133663,US,100,US,M
2022,SE,FT,Security Engineer,170200,CA,100,CA,M
2022,SE,FT,Security Engineer,125800,CA,100,CA,M
2022,SE,FT,Security Engineer,168000,CA,100,CA,M
2022,SE,FT,Security Engineer,134000,CA,100,CA,M
2022,SE,FT,Security Engineer,202400,CA,100,CA,M
2022,SE,FT,Security Engineer,125800,CA,100,CA,M
2022,SE,FT,Security Engineer,150000,US,100,US,M
2022,SE,FT,Security Engineer,130000,US,100,US,M
2022,EN,FT,Cyber Program Manager,63000,US,50,US,S
2022,MI,FT,Security Analyst,95000,US,0,US,M
2022,MI,FT,Security Analyst,70000,US,0,US,M
2022,EN,CT,Cyber Security Analyst,120000,BW,100,BW,S
2022,EX,FT,Application Security Architect,315000,US,100,US,L
2022,SE,FT,Security Researcher,220000,US,100,US,M
2022,SE,FT,Security Researcher,140000,US,100,US,M
2022,EX,FT,Information Security Compliance Manager,360000,TW,100,SG,L
2021,EN,FT,Security Specialist,50000,US,0,US,S
2022,SE,FT,Application Security Specialist,85000,US,100,US,L
2022,MI,FT,Cyber Security Consultant,90000,US,100,US,L
2022,EN,FT,Security Specialist,50000,US,0,US,S
2022,EX,FT,Head of Information Security,290000,US,100,US,L
2021,EX,FT,Head of Information Security,232000,US,100,US,L
2022,EX,FT,Head of Information Security,244000,US,100,US,L
2022,EN,FT,Security Incident Response Engineer,112000,US,100,US,L
2022,EN,FT,Cyber Security Analyst,72000,US,100,US,L
2022,MI,FT,DevSecOps Engineer,152000,US,0,US,M
2022,MI,FT,DevSecOps Engineer,91000,US,0,US,M
2022,MI,FT,Application Security Engineer,207000,US,100,US,L
2022,EX,FT,Chief Information Security Officer,300000,AE,50,AE,L
2022,MI,FT,Vulnerability Analyst,115000,US,100,US,L
2022,EN,FT,Information Security Analyst,52000,US,100,US,L
2022,SE,FT,Principal Application Security Engineer,237000,US,100,US,L
2021,EN,FT,Cyber Security Architect,150000,US,50,US,M
2022,SE,FT,Information Security Manager,110000,US,0,US,L
2022,EN,FT,SOC Analyst,104000,US,100,US,L
2021,EN,FT,SOC Analyst,75000,US,0,US,M
2022,SE,FT,DevSecOps Engineer,165000,US,100,US,L
2022,SE,FT,Penetration Tester,190000,US,100,US,L
2022,SE,FT,Cyber Threat Intelligence Analyst,135000,US,100,US,L
2022,MI,FT,Information Security Officer,97900,US,50,US,L
2022,SE,FT,IT Security Analyst,90000,US,100,US,S
2021,SE,FT,Security Consultant,175000,US,100,US,L
2022,MI,FT,Cyber Security Analyst,89998,US,0,US,L
2022,MI,FT,Information Security Specialist,150000,US,100,US,L
2022,MI,FT,Security Analyst,115000,US,100,US,L
2022,MI,FT,Information Security Officer,135000,US,50,US,L
2022,EX,FT,Information Security Manager,102000,US,50,US,L
2022,SE,FT,Penetration Tester,108000,US,100,US,L
2022,SE,FT,Cyber Security Consultant,200000,US,100,US,M
2022,EN,FT,Cyber Security Analyst,50000,US,0,US,S
2022,SE,FT,DevSecOps Engineer,157000,US,0,US,M
2022,SE,FT,DevSecOps Engineer,108000,US,0,US,M
2022,EX,FT,Director of Information Security,148000,US,0,US,L
2022,MI,FT,Security Engineer,130000,US,0,US,M
2022,MI,FT,Security Engineer,120000,US,0,US,M
2022,SE,FT,Threat Hunter,150000,US,100,CH,L
2022,SE,FT,Threat Intelligence Analyst,184800,US,100,US,M
2022,SE,FT,Threat Intelligence Analyst,130800,US,100,US,M
2022,MI,FT,Security Analyst,114000,US,0,US,L
2022,SE,FT,Security Engineer,207000,US,100,US,M
2022,SE,FT,Security Engineer,153000,US,100,US,M
2022,SE,FT,Security Incident Response Engineer,245000,US,100,US,L
2022,SE,FT,IT Security Analyst,98000,US,50,US,L
2022,SE,FT,Security Engineer,220100,US,100,US,M
2022,SE,FT,Security Engineer,176080,US,100,US,M
2022,SE,FT,Security Engineer,226400,US,100,US,L
2022,SE,FT,Security Engineer,124300,US,100,US,L
2022,SE,FT,IT Security Engineer,145000,US,100,US,L
2022,EX,FT,Cloud Security Engineering Manager,50000,CL,100,CL,M
2022,EN,FT,Data Security Analyst,50000,US,100,US,L
2022,EN,FT,Data Security Analyst,50000,US,100,US,L
2022,SE,FT,Security Specialist,238200,US,100,US,L
2022,SE,FT,Security Specialist,176100,US,100,US,L
2022,SE,FT,Security Engineer,181940,US,100,US,M
2022,SE,FT,Security Engineer,132000,US,100,US,M
2022,SE,FT,Security Engineer,186000,US,100,US,M
2022,SE,FT,Security Engineer,148800,US,100,US,M
2022,SE,FT,Detection Engineer,252000,US,100,US,M
2022,SE,FT,Detection Engineer,145000,US,100,US,M
2022,EX,FT,Chief Information Security Officer,236000,US,100,US,L
2022,SE,FT,Principal Security Engineer,167000,US,100,US,M
2022,EX,FT,Head of Information Security,175000,US,100,US,M
2022,MI,FT,Information Systems Security Engineer,86500,US,50,US,L
2022,SE,FT,Security Engineer,200100,US,100,US,M
2022,SE,FT,Security Engineer,160080,US,100,US,M
2022,SE,FT,Security Engineer,165400,US,100,US,M
2022,SE,FT,Security Engineer,132320,US,100,US,M
2022,SE,FT,Security Specialist,207800,US,100,US,L
2022,SE,FT,Security Specialist,153600,US,100,US,L
2021,MI,FT,Information Security Analyst,88000,US,100,US,L
2022,EX,FT,Information Security Compliance Manager,180000,US,100,US,L
2022,SE,FT,Security Engineer,210000,CA,100,CA,M
2022,SE,FT,Security Engineer,160000,CA,100,CA,M
2022,SE,FT,Vulnerability Management Engineer,250600,US,100,US,M
2022,SE,FT,Vulnerability Management Engineer,118100,US,100,US,M
2022,SE,FT,Security Engineer,105800,US,100,US,M
2022,SE,FT,Security Engineer,81600,US,100,US,M
2022,EN,FT,Security Analyst,140000,US,100,US,L
2022,SE,FT,Information Security Officer,267840,US,100,US,M
2022,SE,FT,Information Security Officer,214056,US,100,US,M
2022,EN,CT,Cyber Security Analyst,80000,US,100,US,L
2022,EN,CT,Cyber Security Analyst,60000,US,100,US,L
2022,EN,FT,Cyber Security Analyst,60000,US,100,US,L
2022,EN,FT,Azure Security Engineer,60000,US,100,US,L
2022,EN,FT,Azure Security Engineer,60000,US,100,US,S
2021,EN,FT,Cyber Security Analyst,115000,US,100,US,M
2022,MI,FT,Security Engineer,170000,AU,0,AU,M
2022,MI,FT,Security Engineer,140000,AU,0,AU,M
2022,SE,FT,Cyber Security Engineer,175000,US,0,US,S
2022,EX,FT,Director of Information Security,180000,US,100,US,L
2022,MI,FT,Information Security Engineer,101000,US,100,US,L
2022,MI,FT,IT Security Engineer,101000,US,100,US,L
2022,SE,FT,DevOps Security Engineer,175000,US,100,US,L
2022,MI,FT,Cyber Security Analyst,97500,US,100,US,L
2022,EN,FT,Cyber Security Analyst,67000,US,100,US,L
2022,SE,FT,Security Engineer,124600,US,100,US,M
2022,SE,FT,Security Engineer,96000,US,100,US,M
2022,SE,FT,Detection Engineer,292000,GB,100,GB,M
2022,SE,FT,Detection Engineer,170000,GB,100,GB,M
2022,MI,FT,Security Engineer,160000,AU,0,AU,M
2022,MI,FT,Security Engineer,140000,AU,0,AU,M
2022,SE,FT,Penetration Tester,180000,US,100,US,M
2022,SE,FT,Penetration Tester,140000,US,100,US,M
2022,SE,FT,Security Engineer,245000,US,0,US,M
2022,SE,FT,Security Engineer,190000,US,0,US,M
2022,SE,FT,Security Engineer,226400,US,100,US,L
2022,SE,FT,Security Engineer,124300,US,100,US,L
2022,EN,FT,SOC Analyst,91600,US,100,US,L
2022,MI,FT,Cloud Security Engineer,165000,US,50,US,L
2022,SE,FT,Security Specialist,160000,US,100,US,L
2022,SE,FT,Security Specialist,92400,US,100,US,L
2022,SE,FT,Threat Intelligence Analyst,103000,US,100,US,L
2022,SE,FT,Security Engineer,154000,US,100,US,M
2022,SE,FT,Security Engineer,139000,US,100,US,M
2022,EX,FT,Security Officer,160000,US,100,US,M
2022,EX,FT,Security Officer,120000,US,100,US,M
2022,SE,FT,Security Engineer,82900,US,100,US,M
2022,SE,FT,Security Engineer,63900,US,100,US,M
2022,EN,FT,SOC Analyst,75000,US,100,US,L
2022,EN,FT,SOC Analyst,75000,US,100,US,L
2022,MI,FT,Security Analyst,89000,US,0,US,L
2022,MI,FT,Security Analyst,68462,US,0,US,L
2022,MI,FT,Security Engineer,72500,US,100,JP,L
2022,SE,FT,Security Engineer,276900,US,100,US,M
2022,SE,FT,Security Engineer,168400,US,100,US,M
2022,SE,FT,Security Engineer,105800,US,0,US,M
2022,SE,FT,Security Engineer,81600,US,0,US,M
2022,SE,FT,Security Specialist,177600,US,100,US,L
2022,SE,FT,Security Specialist,131300,US,100,US,L
2022,SE,FT,Security Engineer,120000,US,100,US,M
2022,SE,FT,Security Engineer,90000,US,100,US,M
2022,MI,FT,Security Engineer,145000,US,100,US,M
2022,MI,FT,Security Engineer,105400,US,100,US,M
2022,SE,FT,Security Engineer,220000,US,0,US,M
2022,SE,FT,Security Engineer,140000,US,0,US,M
2022,SE,FT,Security Engineer,175000,US,100,US,M
2022,SE,FT,Security Engineer,130000,US,100,US,M
2022,SE,FT,Application Security Engineer,60000,PK,100,US,M
2022,EN,PT,Penetration Tester,80000,IN,100,US,L
2022,MI,FT,Detection Engineer,200100,US,100,US,M
2022,MI,FT,Detection Engineer,160080,US,100,US,M
2022,MI,FT,Security Consultant,135000,US,100,US,M
2022,MI,FT,Security Consultant,100000,US,100,US,M
2022,SE,FT,Security Engineer,195000,US,100,US,M
2022,SE,FT,Security Engineer,170000,US,100,US,M
2022,MI,FT,Security Engineer,108070,US,100,US,M
2022,MI,FT,Security Engineer,91860,US,100,US,M
2022,SE,FT,Security Specialist,207800,US,100,US,L
2022,SE,FT,Security Specialist,153600,US,100,US,L
2022,MI,FT,Security Analyst,102600,US,100,US,M
2022,MI,FT,Security Analyst,82080,US,100,US,M
2022,MI,FT,Security Engineer,160000,US,0,US,M
2022,MI,FT,Security Engineer,110000,US,0,US,M
2022,MI,FT,DevSecOps Engineer,152000,US,0,US,M
2022,MI,FT,DevSecOps Engineer,91000,US,0,US,M
2022,MI,FT,Detection Engineer,200100,US,100,US,M
2022,MI,FT,Detection Engineer,160080,US,100,US,M
2022,MI,FT,Security Analyst,193800,US,100,US,M
2022,MI,FT,Security Analyst,62000,US,100,US,M
2022,SE,FT,Security Engineer,160000,US,100,US,L
2022,SE,FT,Security Engineer,120000,US,100,US,L
2022,SE,FT,Security Engineer,192400,US,100,US,M
2022,SE,FT,Security Engineer,90700,US,100,US,M
2022,SE,FT,Security Analyst,150260,US,100,US,M
2022,SE,FT,Security Analyst,109280,US,100,US,M
2022,SE,FT,Penetration Tester,175000,US,0,US,M
2022,SE,FT,Penetration Tester,90000,US,0,US,M
2022,SE,FT,Security Engineer,200100,US,100,US,M
2022,SE,FT,Security Engineer,160080,US,100,US,M
2022,SE,FT,Security DevOps Engineer,130200,US,100,US,M
2022,SE,FT,Security DevOps Engineer,106500,US,100,US,M
2022,SE,FT,Security Specialist,146800,US,100,US,M
2022,SE,FT,Security Specialist,118200,US,100,US,M
2022,SE,FT,Security Engineer,165200,US,100,US,M
2022,SE,FT,Security Engineer,133000,US,100,US,M
2022,SE,FT,Security Engineer,165200,US,100,US,M
2022,SE,FT,Security Engineer,133000,US,100,US,M
2022,SE,FT,Security Engineer,146800,US,100,US,M
2022,SE,FT,Security Engineer,118200,US,100,US,M
2022,SE,FT,Security Engineer,115700,US,100,US,M
2022,SE,FT,Security Engineer,94700,US,100,US,M
2022,MI,FT,Security Analyst,60000,US,100,US,M
2022,MI,FT,Security Analyst,50000,US,100,US,M
2022,SE,FT,Security Engineer,210000,CA,0,CA,M
2022,SE,FT,Security Engineer,160000,CA,0,CA,M
2022,SE,FT,Security Analyst,144200,US,0,US,M
2022,SE,FT,Security Analyst,132870,US,0,US,M
2022,SE,FT,Security Engineer,175000,US,0,US,M
2022,SE,FT,Security Engineer,120000,US,0,US,M
2022,SE,FT,Penetration Tester,180000,US,100,US,M
2022,SE,FT,Penetration Tester,80000,US,100,US,M
2022,MI,FT,Security DevOps Engineer,91670,US,0,US,L
2022,MI,FT,Security DevOps Engineer,63500,US,0,US,L
2022,SE,FT,Information Security Manager,180000,US,0,US,M
2022,SE,FT,Information Security Manager,90000,US,0,US,M
2022,SE,FT,Security Engineer,165400,US,100,US,M
2022,SE,FT,Security Engineer,132320,US,100,US,M
2022,SE,FT,Security Engineer,184800,US,100,US,M
2022,SE,FT,Security Engineer,148800,US,100,US,M
2022,SE,FT,Penetration Tester,207500,CA,100,CA,M
2022,SE,FT,Penetration Tester,125000,CA,100,CA,M
2022,SE,FT,Security Engineer,165400,US,100,US,M
2022,SE,FT,Security Engineer,132320,US,100,US,M
2022,MI,FT,Security Engineer,145000,US,100,US,M
2022,MI,FT,Security Engineer,118600,US,100,US,M
2022,MI,FT,DevSecOps Engineer,152000,US,0,US,M
2022,MI,FT,DevSecOps Engineer,91000,US,0,US,M
2022,SE,FT,Security Engineer,210000,CA,0,CA,M
2022,SE,FT,Security Engineer,160000,CA,0,CA,M
2022,SE,FT,DevSecOps Engineer,157000,US,0,US,M
2022,SE,FT,DevSecOps Engineer,108000,US,0,US,M
2022,SE,FT,Security Consultant,175000,US,100,US,M
2022,SE,FT,Security Consultant,90000,US,100,US,M
2022,SE,FT,Security Engineer,220000,US,100,US,M
2022,SE,FT,Security Engineer,165400,US,100,US,M
2022,SE,FT,Security Engineer,184800,US,100,US,M
2022,SE,FT,Security Engineer,148800,US,100,US,M
2022,SE,FT,Security Engineer,145000,US,100,US,M
2022,SE,FT,Security Engineer,118600,US,100,US,M
2022,SE,FT,Security Engineer,165400,US,0,US,M
2022,SE,FT,Security Engineer,132320,US,0,US,M
2022,SE,FT,Security Engineer,165400,US,100,US,M
2022,SE,FT,Security Engineer,132320,US,100,US,M
2022,SE,FT,Security Engineer,160000,US,100,US,M
2022,SE,FT,Security Engineer,130000,US,100,US,M
2022,MI,FT,Vulnerability Analyst,115000,US,100,US,M
2022,MI,FT,Vulnerability Analyst,100000,US,100,US,M
2022,SE,FT,Security Engineer,131500,US,100,US,M
2022,SE,FT,Security Engineer,111775,US,100,US,M
2022,SE,FT,Security Engineer,221500,US,100,US,M
2022,SE,FT,Security Engineer,104400,US,100,US,M
2022,SE,FT,Security Engineer,210000,US,0,US,M
2022,SE,FT,Security Engineer,160000,US,0,US,M
2022,MI,FT,Security Engineer,140000,US,100,US,S
2022,MI,FT,Security Engineer,90000,US,100,US,S
2022,SE,FT,Security Engineer,165400,US,100,US,M
2022,SE,FT,Security Engineer,132320,US,100,US,M
2022,MI,FT,Security Analyst,60000,US,100,US,M
2022,MI,FT,Security Analyst,50000,US,100,US,M
2022,SE,FT,Information Security Officer,267840,US,100,US,M
2022,SE,FT,Information Security Officer,214056,US,100,US,M
2022,SE,FT,Security Engineer,201000,US,100,US,M
2022,SE,FT,Security Engineer,160080,US,100,US,M
2022,MI,FT,Security Engineer,172000,US,0,US,M
2022,MI,FT,Security Engineer,87000,US,0,US,M
